curve_idx,y,x,diameter_px,ref_diameter_px,percent_diameter_stenosis,intensity,ref_intensity,percent_intensity_drop,diameter_mm,ref_diameter_mm
52,442,349,7.071068,7.238301467895509,2.3103993160220937,0.4670981,0.47372162342071533,1.3981937663506416,1.5556349,1.592426322937012
53,441,350,7.2111025,7.259407663345337,0.6654150016393579,0.47092414,0.47360268235206604,0.565569700614732,1.5864426,1.5970696859359743
54,440,351,7.615773,7.280109882354736,-4.610690135138373,0.47308958,0.4736115336418152,0.11021012500760374,1.6754701,1.601624174118042
55,440,352,9.486833,7.280109882354736,-30.31166780430128,0.47420567,0.4740825891494751,-0.025960368864419436,2.0871031,1.601624174118042
56,440,353,11.18034,7.280109882354736,-53.573778123508035,0.47503558,0.47453763484954836,-0.10493017115131842,2.4596748,1.601624174118042
57,439,354,15.0,7.280109882354736,-106.04084583602736,0.4765737,0.47549701631069186,-0.22643240713400292,3.3,1.601624174118042
58,439,355,13.152946,7.347242546081544,-79.01881381717637,0.48124316,0.47722168564796447,-0.842683334800931,2.8936481,1.6163933601379397
59,440,356,13.152946,7.654195880889893,-71.83968975529811,0.49207878,0.4799565613269806,-2.5256888904414243,2.8936481,1.6839230937957765
60,440,357,16.0,8.0,-99.99999974999997,0.5061703,0.48124316334724426,-5.179730510570346,3.52,1.76
61,441,358,32.140316,9.338149356842038,-244.18292904636462,0.5144658,0.4834005177021027,-6.426406134469431,7.0708694,2.054392858505248
62,442,359,0.0,9.18946609497071,100.0,0.5122683,0.48530974984169006,-5.554915069487376,0.0,2.0216825408935564
63,442,360,20.396078,10.672287654876714,-91.11252198407477,0.5032443,0.4873903036117554,-3.252827715406359,4.4871373,2.347903284072877
64,441,361,13.928389,12.363903808593752,-12.65364726175331,0.49418136,0.4881915509700775,-1.2269371868543155,3.0642455,2.7200588378906256
65,440,362,10.29563,12.166643142700195,15.378216277082679,0.49071008,0.48948030173778534,-0.25123950906238424,2.2650387,2.676661491394043
66,439,363,8.602325,11.969382476806638,28.13058276870075,0.49459514,0.4912575602531433,-0.6793930857638575,1.8925116,2.6332641448974603
67,438,364,7.071068,11.772121810913095,39.93378663906715,0.50339055,0.492709556221962,-2.167805361146491,1.5556349,2.5898667984008807
68,437,365,5.656854,11.574861145019536,51.128103595209865,0.51351863,0.49426411986351015,-3.8955895100236004,1.2445079,2.546469451904298
69,436,366,5.0,11.377600479125979,56.05400273301302,0.52208626,0.49546005427837375,-5.374035233969576,1.1,2.5030721054077154
70,435,366,5.8309517,11.180339813232422,47.846382284755975,0.5267849,0.5032442808151245,-4.6777691203077065,1.2828094,2.4596747589111327
71,434,367,4.472136,11.091868877410887,59.68095128012006,0.52671814,0.5033759236335754,-4.637131903857283,0.9838699,2.440211153030395
72,433,367,5.8309517,11.003397941589354,47.00771783109423,0.5235006,0.5056143283843995,-3.5375347525883116,1.2828094,2.420747547149658
73,432,368,5.3851647,10.914927005767824,50.662384366638946,0.5195148,0.5104388952255249,-1.778056844727982,1.1847363,2.4012839412689213
74,431,368,5.3851647,10.826456069946296,50.2592104199611,0.51576275,0.5130185008049011,-0.5349193979120148,1.1847363,2.381820335388185
75,430,369,4.472136,10.737985134124756,58.35218655422232,0.51326776,0.5133931934833527,0.02443506732825451,0.9838699,2.362356729507446
76,429,370,5.3851647,10.649514198303228,49.432766299304966,0.5143886,0.5138666272163391,-0.10157959269598837,1.1847363,2.3428931236267103
77,428,370,4.472136,10.561043262481688,57.65441059868402,0.52035505,0.5144117772579193,-1.1553503797418596,0.9838699,2.3234295177459714
78,427,370,5.3851647,10.472572326660158,48.57839540673141,0.52871937,0.5147251963615418,-2.7187631501768506,1.1847363,2.3039659118652347
79,426,371,5.3851647,10.38410139083863,48.14029129890329,0.53552485,0.5161379516124726,-3.7561436965906525,1.1847363,2.2845023059844984
80,425,371,5.3851647,10.38410139083863,48.14029129890329,0.53882086,0.5195988237857818,-3.699398022941569,1.1847363,2.2845023059844984
81,424,372,4.472136,10.38410139083863,56.932854870819874,0.538136,0.5205281674861908,-3.382684872210895,0.9838699,2.2845023059844984
82,423,372,5.3851647,10.38410139083863,48.14029129890329,0.5339352,0.5222276985645294,-2.2418344508725374,1.1847363,2.2845023059844984
83,422,373,4.472136,10.38410139083863,56.932854870819874,0.5290001,0.5238223731517792,-0.9884496135370124,0.9838699,2.2845023059844984
84,421,373,5.8309517,10.38410139083863,43.84731556836575,0.5243384,0.5245763957500458,0.04536642167989324,1.2828094,2.2845023059844984
85,420,374,5.3851647,10.38410139083863,48.14029129890329,0.5128695,0.5245763957500458,2.2316917706722728,1.1847363,2.2845023059844984
86,419,375,6.3245554,10.38410139083863,39.09385942125995,0.48333392,0.5245763957500458,7.862055903762233,1.3914021,2.2845023059844984
87,418,375,17.464249,11.377600479125993,-53.49676475209171,0.43657097,0.5245763957500458,16.77647575857061,3.8421347,2.5030721054077185
88,417,376,14.035668,13.152946472167969,-6.711210238228271,0.3962512,0.5245763957500458,24.462633605666305,3.087847,2.893648223876953
89,416,377,12.0,13.152946472167969,8.765689754239247,0.3885175,0.5245763957500458,25.93690934030389,2.6399999,2.893648223876953
90,415,376,9.219544,13.152946472167969,29.905102075759903,0.41133305,0.5245763957500458,21.587580036888266,2.0282998,2.893648223876953
91,414,375,8.944272,13.152946472167969,31.997959138304523,0.44062552,0.5245763957500458,16.003557588451255,1.9677398,2.893648223876953
92,413,374,8.602325,13.152946472167969,34.59773100182778,0.45872977,0.5245763957500458,12.552343427656753,1.8925116,2.893648223876953
93,412,374,8.485281,13.152946472167969,35.487603465090835,0.46499574,0.5245763957500458,11.357861934464896,1.8667618,2.893648223876953
94,411,373,9.433981,13.152946472167969,28.2747713254781,0.46765143,0.5245763957500458,10.85160871398877,2.0754757,2.893648223876953
95,411,372,9.848858,13.152946472167969,25.120520386886668,0.47419608,0.5245763957500458,9.604002163399628,2.1667488,2.893648223876953
96,411,371,11.7046995,13.152946472167969,11.010817749734137,0.4865297,0.5245763957500458,7.252841992963033,2.575034,2.893648223876953
97,411,370,5.3851647,13.152946472167969,59.057350799668185,0.49814096,0.5245763957500458,5.039388834209979,1.1847363,2.893648223876953
98,411,369,4.0,13.152946472167969,69.58856325141308,0.49688694,0.5245763957500458,5.278443070672722,0.88,2.893648223876953
99,411,368,3.0,13.152946472167969,77.19142243855981,0.47739595,0.5245763957500458,8.994009925912005,0.65999997,2.893648223876953
100,411,367,2.0,13.152946472167969,84.79428162570655,0.4518532,0.5245763957500458,13.863227369892883,0.44,2.893648223876953
101,411,366,2.0,13.152946472167969,84.79428162570655,0.44100192,0.5245763957500458,15.931803821482182,0.44,2.893648223876953
102,410,365,10.198039,13.152946472167969,22.465745080795873,0.45136562,0.5245763957500458,13.95617207516715,2.2435687,2.893648223876953
103,410,364,2.0,13.152946472167969,84.79428162570655,0.47050896,0.5245763957500458,10.30687661277776,0.44,2.893648223876953
104,410,363,24.5153,13.230490684509284,-85.29396465171457,0.48529112,0.5245763957500458,7.4889533591732,5.3933663,2.910707950592043
105,409,362,2.0,13.230490684509284,84.88340269321976,0.4937194,0.5245763957500458,5.8822711880367144,0.44,2.910707950592043
106,409,361,2.0,13.230490684509284,84.88340269321976,0.5006443,0.5245763957500458,4.562172312307011,0.44,2.910707950592043
107,409,360,2.0,13.230490684509284,84.88340269321976,0.50922203,0.5245763957500458,2.9270045206176376,0.44,2.910707950592043
108,409,359,3.0,13.230490684509284,77.32510403982965,0.5170759,0.5245763957500458,1.4298221202303063,0.65999997,2.910707950592043
109,409,358,4.0,13.230490684509284,69.76680538643953,0.5193813,0.5245763957500458,0.9903459208907117,0.88,2.910707950592043
110,409,357,4.0,13.230490684509284,69.76680538643953,0.51296943,0.5245763957500458,2.2126369698477033,0.88,2.910707950592043
111,409,356,7.0,13.230490684509284,47.09190942626918,0.49725333,0.5245763957500458,5.208598192516134,1.54,2.910707950592043
112,409,355,20.0,13.939116573333742,-43.48111575387017,0.47561598,0.5245763957500458,9.333326274763499,4.4,3.0666056461334232
113,410,354,14.035668,14.03566837310791,7.124705270200593e-08,0.4560149,0.5245763957500458,13.069879544506646,3.087847,3.08784704208374
114,410,353,12.369317,14.03566837310791,11.872262031816373,0.44519815,0.5245763957500458,15.131877147152927,2.7212498,3.08784704208374
115,411,352,11.401754,14.03566837310791,18.765860890567886,0.443596,0.5245763957500458,15.437293675932818,2.508386,3.08784704208374
116,410,351,10.770329,14.03566837310791,23.264577208413904,0.44796,0.5245763957500458,14.60538743277785,2.3694725,3.08784704208374
117,409,350,10.770329,14.03566837310791,23.264577208413904,0.4545036,0.5245763957500458,13.357979724773339,2.3694725,3.08784704208374
118,408,349,10.0,14.03566837310791,28.752947654170036,0.46059608,0.5245763957500458,12.196568594014323,2.2,3.08784704208374
119,407,348,10.0,14.03566837310791,28.752947654170036,0.46710443,0.5245763957500458,10.955881765370423,2.2,3.08784704208374
120,406,347,8.485281,14.03566837310791,39.54487410936041,0.47533756,0.5245763957500458,9.386400201210455,1.8667618,3.08784704208374
121,405,346,9.899495,14.03566837310791,29.46901526448822,0.48186988,0.5245763957500458,8.141145674336691,2.1778889,3.08784704208374
122,405,345,9.899495,14.03566837310791,29.46901526448822,0.4824516,0.5245763957500458,8.030254005495108,2.1778889,3.08784704208374
123,404,344,8.485281,14.03566837310791,39.54487410936041,0.47831526,0.5245763957500458,8.818761434249712,1.8667618,3.08784704208374
124,403,343,8.485281,14.03566837310791,39.54487410936041,0.47389954,0.5245763957500458,9.660530269602486,1.8667618,3.08784704208374
125,402,342,8.485281,14.03566837310791,39.54487410936041,0.47198,0.5245763957500458,10.02645175627791,1.8667618,3.08784704208374
126,401,342,8.485281,14.03566837310791,39.54487410936041,0.47252724,0.5245763957500458,9.922133255162635,1.8667618,3.08784704208374
127,400,341,10.0,14.03566837310791,28.752947654170036,0.47396883,0.5245763957500458,9.647321440766143,2.2,3.08784704208374
128,399,340,10.0,14.03566837310791,28.752947654170036,0.4746969,0.5245763957500458,9.508529316692172,2.2,3.08784704208374
129,398,340,10.0,14.03566837310791,28.752947654170036,0.47348082,0.5245763957500458,9.740351364290955,2.2,3.08784704208374
130,397,339,10.0,14.03566837310791,28.752947654170036,0.46988368,0.5245763957500458,10.426074220440306,2.2,3.08784704208374
131,396,338,8.485281,14.03566837310791,39.54487410936041,0.46521917,0.5245763957500458,11.315269852836462,1.8667618,3.08784704208374
132,395,337,8.485281,14.03566837310791,39.54487410936041,0.46190906,0.5245763957500458,11.946276910911468,1.8667618,3.08784704208374
133,394,336,9.219544,14.03566837310791,34.31346367657564,0.46065268,0.5245763957500458,12.185779963493804,2.0282998,3.08784704208374
134,393,335,9.219544,14.03566837310791,34.31346367657564,0.46009687,0.5245763957500458,12.29173465501978,2.0282998,3.08784704208374
135,392,334,9.219544,14.03566837310791,34.31346367657564,0.45976603,0.5245763957500458,12.354801841648722,2.0282998,3.08784704208374
136,391,333,8.485281,14.03566837310791,39.54487410936041,0.45972347,0.5245763957500458,12.362914619101762,1.8667618,3.08784704208374
137,390,332,8.485281,13.939116573333742,39.12612079917616,0.4582879,0.5245763957500458,12.636578827724087,1.8667618,3.0666056461334232
138,389,331,9.899495,13.939116573333742,28.98046970456368,0.4530647,0.5245763957500458,13.632274548449775,2.1778889,3.0666056461334232
139,389,330,8.485281,13.939116573333742,39.12612079917616,0.44375226,0.5245763957500458,15.407507056754765,1.8667618,3.0666056461334232
140,388,329,8.485281,12.5252242088318,32.254458344602874,0.43322673,0.5245763957500458,17.41398780977147,1.8667618,2.755549325942996
141,387,328,9.899495,12.036931705474856,17.757320895241456,0.42508873,0.5245763957500458,18.965334930212883,2.1778889,2.6481249752044684
142,386,328,9.219544,12.036931705474856,23.40619163891423,0.41982514,0.5245763957500458,19.968734380788945,2.0282998,2.6481249752044684
143,385,327,8.485281,11.73422956466675,27.687787795462782,0.41526887,0.5245763957500458,20.837295834116865,1.8667618,2.581530504226685
144,384,326,10.0,11.432048892974857,12.52661631461538,0.4109981,0.5245763957500458,21.651431231422347,2.2,2.5150507564544684
145,383,325,8.602325,11.432048892974857,24.752548624817194,0.40958148,0.5245763957500458,21.92148218622104,1.8925116,2.5150507564544684
146,382,324,8.602325,11.432048892974857,24.752548624817194,0.4133446,0.5245763957500458,21.204120634248202,1.8925116,2.5150507564544684
147,381,324,8.602325,11.432048892974857,24.752548624817194,0.4215411,0.5245763957500458,19.64162128541721,1.8925116,2.5150507564544684
148,380,323,8.602325,11.432048892974857,24.752548624817194,0.43048656,0.5245763957500458,17.93634727960288,1.8925116,2.5150507564544684
149,379,322,8.602325,11.432048892974857,24.752548624817194,0.43575922,0.5245763957500458,16.931220739148877,1.8925116,2.5150507564544684
150,378,322,8.602325,11.432048892974857,24.752548624817194,0.43515286,0.5235844016075134,16.889645900705453,1.8925116,2.5150507564544684
151,377,321,8.602325,11.432048892974857,24.752548624817194,0.43038553,0.5206696033477783,17.339994698808948,1.8925116,2.5150507564544684
152,376,320,8.602325,11.432048892974857,24.752548624817194,0.42487988,0.5195988237857818,18.22924703973605,1.8925116,2.5150507564544684
153,375,319,8.602325,11.432048892974857,24.752548624817194,0.42052197,0.5194786608219146,19.049231819614,1.8925116,2.5150507564544684
154,374,319,8.602325,11.432048892974857,24.752548624817194,0.41778725,0.5194786608219146,19.575667429109355,1.8925116,2.5150507564544684
155,373,318,10.0,11.432048892974857,12.52661631461538,0.41713485,0.5194786608219146,19.701255384117555,2.2,2.5150507564544684
156,372,317,10.0,11.432048892974857,12.52661631461538,0.41904262,0.5194786608219146,19.334009148134957,2.2,2.5150507564544684
157,371,317,10.0,11.432048892974857,12.52661631461538,0.42222223,0.5173064351081849,18.38063669014617,2.2,2.5150507564544684
158,370,316,10.0,11.432048892974857,12.52661631461538,0.4224203,0.5133800804615021,17.71782721199926,2.2,2.5150507564544684
159,369,315,10.0,11.432048892974857,12.52661631461538,0.4174039,0.5128794729709625,18.615596754643825,2.2,2.5150507564544684
160,368,315,10.0,11.432048892974857,12.52661631461538,0.41122225,0.509586775302887,19.302803540114542,2.2,2.5150507564544684
161,367,314,10.0,11.432048892974857,12.52661631461538,0.40833518,0.5015020966529847,18.57757451594354,2.2,2.5150507564544684
162,366,313,10.816654,11.432048892974857,5.383065650571639,0.4082643,0.49839129745960237,18.083581503685387,2.379664,2.5150507564544684
163,365,313,10.816654,11.432048892974857,5.383065650571639,0.40885624,0.49734209179878236,17.791749096571785,2.379664,2.5150507564544684
164,364,312,10.816654,11.432048892974857,5.383065650571639,0.40914673,0.49692357778549195,17.664056167111063,2.379664,2.5150507564544684
165,363,311,10.816654,11.432048892974857,5.383065650571639,0.40826875,0.49403615295886993,17.36055367511885,2.379664,2.5150507564544684
166,362,311,11.661903,11.66618299484253,0.03668400789784698,0.40580764,0.49403615295886993,17.858716718560498,2.5656188,2.5665602588653567
167,361,310,8.944272,11.427769279479982,21.732126237842454,0.4035154,0.49403615295886993,18.322700086239685,1.9677398,2.514109241485596
168,360,310,10.29563,10.87516422271729,5.328965754436221,0.4042754,0.49403615295886993,18.168867415639845,2.2650387,2.3925361289978038
169,359,309,8.944272,10.816654205322266,17.31017869970507,0.40931353,0.49403615295886993,17.149075225912203,1.9677398,2.3796639251708984
170,358,309,9.486833,10.816654205322266,12.294204567666933,0.41761845,0.49403615295886993,15.46803962660056,2.0871031,2.3796639251708984
171,357,309,10.29563,10.816654205322266,4.816866194789915,0.42683354,0.49403615295886993,13.60277400650074,2.2650387,2.3796639251708984
172,356,308,9.486833,10.816654205322266,12.294204567666933,0.43365142,0.49403615295886993,12.222737927400862,2.0871031,2.3796639251708984
173,355,308,8.246211,10.816654205322266,23.763754597426278,0.43565297,0.49403615295886993,11.817594756930848,1.8141664,2.3796639251708984
174,354,307,6.3245554,10.816654205322266,41.52946677287067,0.43363422,0.49403615295886993,12.226218632115826,1.3914021,2.3796639251708984
175,353,307,7.28011,10.816654205322266,32.69536274865715,0.4304655,0.49403615295886993,12.867615389165676,1.6016241,2.3796639251708984
176,352,306,6.3245554,10.816654205322266,41.52946677287067,0.4288106,0.49403615295886993,13.202589482955663,1.3914021,2.3796639251708984
177,351,306,6.3245554,10.816654205322266,41.52946677287067,0.4306963,0.48613395094871525,11.40378101289249,1.3914021,2.3796639251708984
178,350,306,5.3851647,10.816654205322266,50.21413617832866,0.4368865,0.48273554146289827,9.497759577190612,1.1847363,2.3796639251708984
179,349,306,5.3851647,10.816654205322266,50.21413617832866,0.4452351,0.48273554146289827,7.768321181337578,1.1847363,2.3796639251708984
180,348,305,5.3851647,10.816654205322266,50.21413617832866,0.45111665,0.48273554146289827,6.549942317375146,1.1847363,2.3796639251708984
181,347,305,4.472136,10.816654205322266,58.65508934985253,0.4518775,0.48273554146289827,6.39232946117424,0.9838699,2.3796639251708984
182,346,304,4.472136,10.816654205322266,58.65508934985253,0.44986612,0.48273554146289827,6.808994141074565,0.9838699,2.3796639251708984
183,345,304,4.472136,10.816654205322266,58.65508934985253,0.44863018,0.48273554146289827,7.065020884494377,0.9838699,2.3796639251708984
184,344,303,4.472136,10.816654205322266,58.65508934985253,0.4486854,0.48192804753780366,6.897844891848037,0.9838699,2.3796639251708984
185,343,303,4.472136,10.816654205322266,58.65508934985253,0.4492219,0.4786707252264023,6.152209444410772,0.9838699,2.3796639251708984
186,342,302,4.472136,10.816654205322266,58.65508934985253,0.45032236,0.4758859068155289,5.371782629385846,0.9838699,2.3796639251708984
187,341,301,5.3851647,10.816654205322266,50.21413617832866,0.45173523,0.4753654062747955,4.970952274963336,1.1847363,2.3796639251708984
188,340,300,5.8309517,10.816654205322266,46.092834488376,0.4533919,0.47476097047328947,4.5010166700478305,1.2828094,2.3796639251708984
189,339,300,6.3245554,10.816654205322266,41.52946677287067,0.4567667,0.4740416407585144,3.6441852623515847,1.3914021,2.3796639251708984
190,338,300,7.2111025,10.816654205322266,33.33333633387397,0.46179897,0.473906472325325,2.554832408068808,1.5864426,2.3796639251708984
191,337,299,7.615773,10.816654205322266,29.592154381706205,0.46449482,0.47352269291877747,1.9065355163849773,1.6754701,2.3796639251708984
192,336,299,7.615773,10.774961948394775,29.319720752653623,0.46108398,0.4726225942373276,2.4414037160605084,1.6754701,2.3704916286468505
193,335,298,7.615773,10.770329475402832,29.289320152085175,0.45312858,0.4726225942373276,4.124649939267854,1.6754701,2.369472484588623
194,334,298,7.615773,10.343100357055668,26.36856522009442,0.44636127,0.4726225942373276,5.556511786515205,1.6754701,2.275482078552247
195,333,297,8.602325,10.29563045501709,16.44683180226355,0.44502214,0.4726225942373276,5.839853620393354,1.8925116,2.26503870010376
196,332,297,8.602325,10.029563045501712,14.230307024847678,0.4475323,0.4726225942373276,5.308740595911788,1.8925116,2.2065038700103767
197,331,296,10.0,10.0,1.000000082740371e-07,0.4483207,0.4726225942373276,5.141928719083266,2.2,2.2
198,330,295,8.602325,10.0,13.97674569149201,0.44501147,0.4726225942373276,5.842111073024503,1.8925116,2.2
199,329,295,10.0,10.0,1.000000082740371e-07,0.44096816,0.4726225942373276,6.697616257163064,2.2,2.2
200,328,294,10.0,10.0,1.000000082740371e-07,0.43981797,0.47203472852706907,6.825085288622546,2.2,2.2
201,327,293,10.0,10.0,1.000000082740371e-07,0.44116905,0.47009331285953526,6.152878191818423,2.2,2.2
202,326,292,10.0,10.0,1.000000082740371e-07,0.4419243,0.46568562090396887,5.102439404836067,2.2,2.2
203,325,292,10.0,10.0,1.000000082740371e-07,0.4399909,0.46456725895404816,5.290161982761877,2.2,2.2
204,324,292,10.816654,10.029563045501712,-7.84771126583419,0.43616712,0.4621676325798035,5.625777153315359,2.379664,2.2065038700103767
205,323,291,8.944272,10.029563045501712,10.820920195377571,0.43195575,0.46180997490882875,6.464613396740459,1.9677398,2.2065038700103767
206,322,290,9.486833,10.029563045501712,5.411306891286949,0.42667472,0.46115547716617583,7.477036379395329,2.0871031,2.2065038700103767
207,321,290,10.770329,10.29563045501709,-4.610684231516404,0.41873768,0.46069580912590025,9.107558103215363,2.3694725,2.26503870010376
208,320,289,10.770329,10.343100357055668,-4.130571039491726,0.41009086,0.46015244722366333,10.879349383686721,2.3694725,2.275482078552247
209,319,289,10.770329,10.770329475402832,9.284767399364569e-08,0.40676743,0.45979911386966704,11.533666158834189,2.3694725,2.369472484588623
210,318,289,10.198039,10.770329475402832,5.313583315235249,0.41187853,0.45972772836685183,10.408162954458145,2.2435687,2.369472484588623
211,317,289,10.198039,10.770329475402832,5.313583315235249,0.41993436,0.4584314525127411,8.397569426987284,2.2435687,2.369472484588623
212,316,288,10.198039,10.770329475402832,5.313583315235249,0.42394653,0.45691881477832796,7.21622602602946,2.2435687,2.369472484588623
213,315,288,10.198039,10.770329475402832,5.313583315235249,0.42556784,0.45372938811779023,6.206686775252246,2.2435687,2.369472484588623
214,314,288,10.198039,10.770329475402832,5.313583315235249,0.4303674,0.4531549096107483,5.028635559638072,2.2435687,2.369472484588623
215,313,288,12.649111,10.770329475402832,-17.444046732376073,0.43846723,0.4530710965394974,3.223306883978405,2.7828043,2.369472484588623
216,312,287,11.7046995,10.774961948394775,-8.628685293661299,0.44640622,0.4519962251186371,1.23674032104798,2.575034,2.3704916286468505
217,311,287,11.401754,10.816654205322266,-5.409252734744663,0.45146725,0.4517494559288025,0.06247270509502911,2.508386,2.3796639251708984
